Title;Journal Name;Open Access;Bibcode
Techno-Economic Feasibility of Hybrid Energy Systems Installation in Pakistan; IEEE Access; True; 2024IEEEA..1241643K
High-resolution modelling identifies the Bering Strait's role in amplified Arctic warming; Nature Climate Change; False; 2024NatCC..14..615X
HIDALGO: A FUN object from the earliest epoch of the solar system's history; Geochimica et Cosmochimica Acta; True; 2024GeCoA.386...48L
Assessing the Impact of Climate Change on Atmospheric Rivers: A Modeling Perspective; Journal of Geophysical Research (Atmospheres); False; 2024JGRD..12940074O
Impact of revegetation and agricultural intensification on water storage variation in the Yellow River Basin; Journal of Hydrology; False; 2024JHyd..63531218W
Lifetime based pressure and temperature sensitive paint measurement on a civil aircraft wing under conditions near the onset of shock-induced separation; Measurement Science and Technology; False; 2024MeScT..35a5203S
Links Between Internal Variability and Forced Climate Feedbacks: The Importance of Patterns of Temperature Variability and Change; Geophysical Research Letters; True; 2024GeoRL..5112774D
Multi-scale datasets for monitoring Mediterranean oak forests from optical remote sensing during the SENTHYMED/MEDOAK experiment in the north of Montpellier (France); Data in Brief; True; 2024DIB....5310185A
Permafrost Carbon: Progress on Understanding Stocks and Fluxes Across Northern Terrestrial Ecosystems; Journal of Geophysical Research (Biogeosciences); True; 2024JGRG..12907638T
Controlling hypersonic boundary layer transition with localized cooling and metasurface treatments; Scientific Reports; True; 2024NatSR..1415928O
Antarctica and the Southern Ocean; Bulletin of the American Meteorological Society; True; 2024BAMS..105S.331C
Natural sunlight-driven oxidation of Mn2+(aq) and heterogeneous formation of Mn oxides on hematite; Chemosphere; False; 2024Chmsp.34840734C
The regional characteristics of the occurrence rate of ionospheric anomalies in 2011–2018; Advances in Space Research; False; 2024AdSpR..74.6020S
Modeling cellular responses to serum and vitamin D in microgravity using a human kidney microphysiological system; npj Microgravity; True; 2024npjMG..10...75L
Climate and water balance influence on agricultural productivity over the Northeast Brazil; Theoretical and Applied Climatology; False; 2024ThApC.155..879V
Country-first domestic satellites: A family tree; Progress in Aerospace Sciences; False; 2024PrAeS.14600997B
Corundum ± magnesium-deltalumite ± hibonite-bearing objects in the CH chondrite Sayh al Uhaymir 290; Meteoritics and Planetary Science; False; 2024M&PS...59.2608R
Stable, entropy-consistent, and localized artificial-diffusivity method for capturing discontinuities; Physical Review Fluids; True; 2024PhRvF...9b4609J
Feasibility of Estimating Sea Surface Height Anomalies from Surface Ocean Currents and Winds; Journal of Atmospheric and Oceanic Technology; True; 2024JAtOT..41..475O
Molecular and physiological changes in the SpaceX Inspiration4 civilian crew; Nature; True; 2024Natur.632.1155J
Characteristic Slow-Slip Events on the Superstition Hills Fault, Southern California; Geophysical Research Letters; True; 2024GeoRL..5107244V
A Spatially Explicit Uncertainty Analysis of the Air-Sea CO<SUB>2</SUB> Flux From Observations; Geophysical Research Letters; True; 2024GeoRL..5106636J
Improved Parameterizations of Vertical Ice-Ocean Boundary Layers and Melt Rates; Geophysical Research Letters; True; 2024GeoRL..5105862Z
Prebiotic chiral transfer from self-aminoacylating ribozymes may favor either handedness; Nature Communications; True; 2024NatCo..15.7980K
AOP report: Development of an adverse outcome pathway for deposition of energy leading to learning and memory impairment; Environmental and Molecular Mutagenesis; True; 2024EnvMM..65R..57S
Spatially constrained atmosphere and surface retrieval for imaging spectroscopy; Remote Sensing of Environment; True; 2024RSEnv.30013902E
Development of a kidney microphysiological system hardware platform for microgravity studies; npj Microgravity; True; 2024npjMG..10...54J
Main minerals of the Araxá alkali-carbonatite complex, Minas Gerais State, Brazil; Journal of South American Earth Sciences; False; 2024JSAES.13404751B
Microclimate, an important part of ecology and biogeography; Global Ecology and Biogeography; True; 2024GloEB..33E3834K
Split-step simulations to assess the effects of atmospheric boundary layer turbulence on the dose variability of N-waves and shaped booms; Journal of Sound Vibration; False; 2024JSV...57118118C
What Drives the Spread and Bias in the Surface Impact of Sudden Stratospheric Warmings in CMIP6 Models?; Journal of Climate; True; 2024JCli...37.3917D
Seasonal and Local Time Variation in the Observed Peak of the Meteor Altitude Distributions by Meteor Radars; Journal of Geophysical Research (Atmospheres); True; 2024JGRD..12940978D
Permafrost Region Greenhouse Gas Budgets Suggest a Weak CO<SUB>2</SUB> Sink and CH<SUB>4</SUB> and N<SUB>2</SUB>O Sources, But Magnitudes Differ Between Top-Down and Bottom-Up Methods; Global Biogeochemical Cycles; True; 2024GBioC..3807969H
Evaluation of Vertical Patterns in Chlorophyll-A Derived From a Data Assimilating Model of Satellite-Based Ocean Color; Earth and Space Science; True; 2024E&SS...1103378A
Integrated species distribution models to account for sampling biases and improve range-wide occurrence predictions; Global Ecology and Biogeography; True; 2024GloEB..33..356M
NOAA-20 VIIRS On-Orbit Reflective Solar Band Radiometric Calibration Five-Year Update; IEEE Transactions on Geoscience and Remote Sensing; False; 2024ITGRS..6263661C
The 2021 eruption of Pacaya Volcano, Guatemala - Geophysical analysis through satellite geodesy and seismic noise correlations; Journal of Volcanology and Geothermal Research; False; 2024JVGR..44708027G
Evaluating Cosmic Ray Neutron Sensor Estimates of Snow Water Equivalent in a Prairie Environment Using UAV Lidar; Water Resources Research; True; 2024WRR....6037164W
Evolution of the Antarctic Ice Sheet Over the Next Three Centuries From an ISMIP6 Model Ensemble; Earth's Future; True; 2024EaFut..1204561S
Responses of Marginal and Intrinsic Water-Use Efficiency to Changing Aridity Using FLUXNET Observations; Journal of Geophysical Research (Biogeosciences); True; 2024JGRG..12907875Y
Using CloudSat to Advance the Global Precipitation Climatology Project (GPCP) over Antarctica; Remote Sensing of Environment; True; 2024RSEnv.30814199E
Assessment of the Origin of a Plasma Depletion Band Over the United States During the 8 September 2017 Geomagnetic Storm; Geophysical Research Letters; True; 2024GeoRL..5108334K
Effects of Storm-Time Winds on Ionospheric Pre-Midnight Equatorial Plasma Bubbles Over South America as Observed by ICON and GOLD; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12933111G
Machine Learning Estimation of Maximum Vertical Velocity from Radar; Artificial Intelligence for the Earth Systems; True; 2024AIES....330095C
Performance comparison and potential evaluation of energy systems with different fuel cells for electric aircraft; Applied Thermal Engineering; False; 2024AppTE.24222447L
Ecological diversification of a cyanobacterium through divergence of its novel chlorophyll d-based light-harvesting system; Current Biology; False; 2024CBio...34.2972U
A brief history of the thermal IR-based Two-Source Energy Balance (TSEB) model – diagnosing evapotranspiration from plant to global scales; Agricultural and Forest Meteorology; True; 2024AgFM..35009951A
Impacts of Forest Management-Induced Productivity Changes on Future Land Use and Land Cover Change; Earth's Future; True; 2024EaFut..1204878L
High Pressure Melting Curve of Fe-Si: Implication for the Thermal Properties in Mercury's Core; Journal of Geophysical Research (Planets); True; 2024JGRE..12908353E
Influence of Atmospheric Rivers on Alaskan River Ice; Geophysical Research Letters; True; 2024GeoRL..5111544L
Anomalous trends in global ocean carbon concentrations following the 2022 eruptions of Hunga Tonga-Hunga Ha'apai; Communications Earth and Environment; True; 2024ComEE...5..247F
Arctic Sea Ice Topography Information From RADARSAT Constellation Mission (RCM) Synthetic Aperture Radar (SAR) Backscatter; Geophysical Research Letters; True; 2024GeoRL..5107261M
Covariation of hot spring geochemistry with microbial genomic diversity, function, and evolution; Nature Communications; True; 2024NatCo..15.7506C
Observing System Simulation Experiments Exploring Potential Spaceborne Deployment Options for a Differential Absorption Radar Measuring Marine Surface Pressures; Earth and Space Science; True; 2024E&SS...1103791P
Merging Mesoscale Magnetotail Features and Ground B-Field Perturbation Network Connectivity During Substorm Activity; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932598A
Movement of decaying quasi-2-day wave in the austral summer-time mesosphere; Scientific Reports; True; 2024NatSR..1417387S
Emissions of HFC-23 do not reflect commitments made under the Kigali Amendment; Communications Earth and Environment; True; 2024ComEE...5..783A
Characterizing the Madden-Julian Oscillation in the western Pacific Ocean from a regional coupled ocean-atmosphere model simulation; Quarterly Journal of the Royal Meteorological Society; False; 2024QJRMS.150..746M
Bacterial spore morphology remains highly recognizable after exposure to simulated Enceladus and Europa surface conditions; Communications Earth and Environment; True; 2024ComEE...5..688V
Association between summertime emergency department visits and maximum daily heat index in rural and non-rural areas of Virginia (2015–2022); Science of the Total Environment; False; 2024ScTEn.94874753M
Ter-Diurnal Atmospheric Tide on Mars; Journal of Geophysical Research (Planets); True; 2024JGRE..12908452L
Trends and Variability in Earth's Energy Imbalance and Ocean Heat Uptake Since 2005; Surveys in Geophysics; True; 2024SGeo...45.1721H
Linking cerebral hemodynamics and ocular microgravity-induced alterations through an in silico-in vivo head-down tilt framework; npj Microgravity; True; 2024npjMG..10...22F
The Influence of Future Changes in Tidal Range, Storm Surge, and Mean Sea Level on the Emergence of Chronic Flooding; Earth's Future; True; 2024EaFut..1203993H
3-D Ionospheric Imaging Over the South American Region With a New TEC-Based Ionospheric Data Assimilation System (TIDAS-SA); Space Weather; True; 2024SpWea..2203792A
Different spectrum of space radiation induced cognitive impairments in radiation-naïve and adapted rats; Life Sciences in Space Research; True; 2024LSSR...43...68B
Seasonal biases in fluorescence-estimated chlorophyll-a derived from biogeochemical profiling floats; Communications Earth and Environment; True; 2024ComEE...5..598L
A Scale-Dependent Analysis of the Barotropic Vorticity Budget in a Global Ocean Simulation; Journal of Advances in Modeling Earth Systems; True; 2024JAMES..1603813K
Generation of Top-Boundary Conditions for 3D Ionospheric Models Constrained by Auroral Imagery and Plasma Flow Data; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932722V
Assessment of Dust Size Retrievals Based on AERONET: A Case Study of Radiative Closure From Visible-Near-Infrared to Thermal Infrared; Geophysical Research Letters; True; 2024GeoRL..5106808Z
Modeling Ocean Heat Transport to the Grounding Lines of Pine Island, Thwaites, Smith, and Kohler Glaciers, West Antarctica; Geophysical Research Letters; True; 2024GeoRL..5110078D
Decadal Thermal Variability of the Upper Southern Ocean: Zonal Asymmetry; Journal of Climate; True; 2024JCli...37.3117S
Environmental impacts of earth observation data in the constellation and cloud computing era; Science of the Total Environment; True; 2024ScTEn.90968584W
Modes of Variability in E3SM and CESM Large Ensembles; Journal of Climate; True; 2024JCli...37.2629F
Quantifying Extreme Values in Geomagnetic Perturbations Using Ground Magnetic Records; Space Weather; True; 2024SpWea..2203991R
Basic Orbit Design and Maneuvers for Satellite Constellations Deployed Using Momentum Exchange Tethers; Aerospace; True; 2024Aeros..11..182C
Bringing satellites down to Earth: Six steps to more ethical remote sensing; Global Environmental Change Advances; True; 2024GECA....200003B
Variability and trends in tropical precipitation intensity in observations and climate models; Climate Dynamics; False; 2024ClDy...62.7429G
California dominates U.S. emissions of the pesticide and potent greenhouse gas sulfuryl fluoride; Communications Earth and Environment; True; 2024ComEE...5..161G
Rapid Sea Level Rise in the Tropical Southwest Indian Ocean in the Recent Two Decades; Geophysical Research Letters; True; 2024GeoRL..5106011H
Rapidly Developing a Community- and Evidence-Based Heat Action Plan; Bulletin of the American Meteorological Society; True; 2024BAMS..105E.848U
Self-Supervised Cloud Classification; Artificial Intelligence for the Earth Systems; True; 2024AIES....330036G
Current and Near-Term Earth-Observing Environmental Satellites, Their Missions, Characteristics, Instruments, and Applications; Sensors; True; 2024Senso..24.3488U
Evolving Particles in the 2022 Hunga Tonga—Hunga Ha'apai Volcano Eruption Plume; Journal of Geophysical Research (Atmospheres); False; 2024JGRD..12939963K
On the Abnormally Strong Westward Phase of the Mesospheric Semiannual Oscillation at Low Latitudes During March Equinox 2023; Geophysical Research Letters; True; 2024GeoRL..5110331S
Earth Observation to Address Inequities in Post-Flood Recovery; Earth's Future; True; 2024EaFut..1203606F
An examination of nonlinear collisionless magnetic reconnection through eigenmode decomposition; Physics of Plasmas; True; 2024PhPl...31j0701S
Contribution of surface and cloud radiative feedbacks to Greenland Ice Sheet meltwater production during 2002-2023; Communications Earth and Environment; True; 2024ComEE...5..538R
Evaluation of IMERG Data over Open Ocean Using Observations of Tropical Cyclones; Remote Sensing; True; 2024RemS...16.2028D
Improving parameterization of an evapotranspiration estimation model with eddy covariance measurements for a regional irrigation scheduling program; Agricultural and Forest Meteorology; True; 2024AgFM..35009967T
Validation of ICESat-2 Elevation Accuracy in Antarctica Using CCR Arrays; IEEE Transactions on Geoscience and Remote Sensing; False; 2024ITGRS..6286781H
Role of tidal mixing on ocean exchange through the Strait of Hormuz; Environmental Research Communications; True; 2024ERCom...6g1006S
Advancing climate resilience: technological innovations in plant-based, alternative and sustainable food production systems; Discover Sustainability; True; 2024DiSus...5..423M
Life on the Edge: The Cambrian Marine Realm and Oxygenation; Annual Review of Earth and Planetary Sciences; False; 2024AREPS..52..109P
Synergistic Retrievals of Ice in High Clouds from Elastic Backscatter Lidar, Ku-Band Radar, and Submillimeter Wave Radiometer Observations; Journal of Atmospheric and Oceanic Technology; True; 2024JAtOT..41...79G
Artificial Space Weathering to Mimic Solar Wind Enhances the Toxicity of Lunar Dust Simulants in Human Lung Cells; GeoHealth; True; 2024GHeal...8..840C
Landfill intermediate cover soil microbiomes and their potential for mitigating greenhouse gas emissions revealed through metagenomics; Science of the Total Environment; True; 2024ScTEn.92571697L
A New Coupled Biogeochemical Modeling Approach Provides Accurate Predictions of Methane and Carbon Dioxide Fluxes Across Diverse Tidal Wetlands; Journal of Geophysical Research (Biogeosciences); True; 2024JGRG..12907943O
Soil Moisture Profiles of Ecosystem Water Use Revealed With ECOSTRESS; Geophysical Research Letters; True; 2024GeoRL..5108326F
Meteorological data from Badwater, Death Valley National Park 1998 to 2019; Geoscience Data Journal; False; 2024GSDJ...11..896M
Robust Imaging of Fault Slip Rates in the Walker Lane and Western Great Basin From GPS Data Using a Multi-Block Model Approach; Journal of Geophysical Research (Solid Earth); True; 2024JGRB..12928044H
Seasonal characteristics of raindrop size distribution and implication for radar rainfall retrievals in Metro Manila, Philippines; Atmospheric Research; False; 2024AtmRe.31107669A
Data-driven modeling of equatorial atmospheric waves: The role of moisture and nonlinearity on global-scale instabilities and propagation speeds; Chaos; False; 2024Chaos..34f3137T
Projected Changes in Mean and Extreme Precipitation over Northern Mexico; Journal of Climate; True; 2024JCli...37.2405N
Acclimation of Photosynthesis to CO<SUB>2</SUB> Increases Ecosystem Carbon Storage due to Leaf Nitrogen Savings; Global Change Biology; False; 2024GCBio..30E7558S
Statistical moments of VIIRS night-time lights; International Journal of Remote Sensing; True; 2024IJRS...45.7778E
On-demand fabrication of piezoelectric sensors for in-space structural health monitoring; Smart Material Structures; True; 2024SMaS...33e5053W
Vegetation moisture estimation in the Western United States using radiometer-radar-lidar synergy; Remote Sensing of Environment; True; 2024RSEnv.30313993C
Space-based observations of tropospheric ethane map emissions from fossil fuel extraction; Nature Communications; True; 2024NatCo..15.7829B
The Nonlinear and Distinct Responses of Ocean Heat Content and Anthropogenic Carbon to Ice Sheet Freshwater Discharge in a Warming Climate; Earth's Future; True; 2024EaFut..1204475G
Do Subsampling Strategies Reduce the Confounding Effect of Errors in Bispectral Retrievals on Estimates of Aerosol Cloud Interactions?; Journal of Geophysical Research (Atmospheres); True; 2024JGRD..12940189L
Canopy Heterogeneity and Environmental Variability Drive Annual Budgets of Net Ecosystem Carbon Exchange in a Tidal Marsh; Journal of Geophysical Research (Biogeosciences); False; 2024JGRG..12907866H
A Triggering Process for Nonlinear EMIC Waves Driven by the Compression of the Dayside Magnetosphere; Geophysical Research Letters; True; 2024GeoRL..5106860J
Trends of Sediment Resuspension and Budget in Southern Lake Michigan Under Changing Wave Climate and Hydrodynamic Environment; Journal of Geophysical Research (Oceans); True; 2024JGRC..12920180Z
Impact of machine parameters and wall thickness on microstructural characteristics and microhardness of laser powder bed fusion Inconel 718 parts following heat-treatment; Results in Materials; True; 2024ResMa..2300585D
Pan-Arctic Assessment of Coastal Settlements and Infrastructure Vulnerable to Coastal Erosion, Sea-Level Rise, and Permafrost Thaw; Earth's Future; True; 2024EaFut..1205013T
Estimates of Baroclinic Tidal Sea Level and Currents from Lagrangian Drifters and Satellite Altimetry; Journal of Atmospheric and Oceanic Technology; True; 2024JAtOT..41..781Z
Dynamic regulation of water potential in Juniperus osteosperma mediates ecosystem carbon fluxes; New Phytologist; False; 2024NewPh.243...98G
Sub-millisecond keyhole pore detection in laser powder bed fusion using sound and light sensors and machine learning; Materials Futures; True; 2024MatFu...3d5001R
How advection affects the surface energy balance and its closure at an irrigated alfalfa field; Agricultural and Forest Meteorology; True; 2024AgFM..35710196W
Wildfire-induced increases in photosynthesis in boreal forest ecosystems of North America; Global Change Biology; True; 2024GCBio..3017151K
Development of partial least squares regression with discriminant analysis for software bug prediction; Heliyon; True; 2024Heliy..1035045R
Deep subseafloor sediments in Guaymas Basin harbor cosmopolitan microbiota and traces of hydrothermal populations; Communications Earth and Environment; True; 2024ComEE...5..505M
Toward Rapid Balloon Experiments for Sudden Aerosol Injection in the Stratosphere (REAS) by Volcanic Eruptions and Wildfires; Bulletin of the American Meteorological Society; True; 2024BAMS..105E.105D
Ab initio investigation of the martensitic phase transitions in ternary high temperature shape memory alloys Pd<SUB>x</SUB>Ni<SUB>0.5 −x</SUB>Ti<SUB>0.5</SUB>; Physical Review Materials; False; 2024PhRvM...8f3605W
Hybrid renewable hydrogen systems in Saudi Arabia: A techno-economic evaluation for three diverse locations; Renewable Energy; False; 2024REne..23721740B
Non-Geophysical Interhemispheric Asymmetries in Large Magnetic Field Residuals Between Swarm Observations and Earth Magnetic Field Models During Moderate to Quiet Geomagnetic Conditions; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932092S
Comparison of Proxy-Shortwave Cloud Albedo from SBUV Observations with CMIP6 Models; Journal of Climate; True; 2024JCli...37.3093W
Eddy-Mediated Turbulent Mixing of Oxygen in the Equatorial Pacific; Journal of Geophysical Research (Oceans); True; 2024JGRC..12920588E
Qualitative analysis of the presence of gaze-evoked nystagmus in astronauts after long term space flights. Results of "field test" experiment; Acta Astronautica; False; 2024AcAau.224...82T
Deep learning approaches for instantaneous laser absorptance prediction in additive manufacturing; npj Computational Mathematics; True; 2024npjCM..10....6J
X-ray Technologies for Astrophysics Missions Supported by the Italian Space Agency; Condensed Matter; True; 2024CondM...9...11M
Direct assimilation of AVHRR satellite radiance measurements in a reanalysis system; Quarterly Journal of the Royal Meteorological Society; False; 2024QJRMS.150...25C
Light-use efficiency for coral reef communities and benthic functional types; Limnology and Oceanography; True; 2024LimOc..69..712H
Fusion of Probabilistic Projections of Sea-Level Rise; Earth's Future; True; 2024EaFut..1205295G
Comparing pre-industrial and modern ocean noise levels in the Santa Barbara Channel; Marine Pollution Bulletin; True; 2024MarPB.20216379Z
Extinction drives recent thermophilization but does not trigger homogenization in forest understorey; Nature Ecology & Evolution; False; 2024NatEE...8..695B
Advanced microstructural and compositional analysis of a lunar agglutinate from the Apollo 11 mission; Meteoritics and Planetary Science; True; 2024M&PS...59.1455H
Occurrence and Causes of Large dB/dt Events and AL Bays in the Pre-Midnight and Dawn Sectors; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932811M
Self-Generated Lower Body Negative Pressure Exercise: A Low Power Countermeasure for Acute Space Missions; Life; True; 2024Life...14..793V
Controls on Stable Methane Isotope Values in Northern Peatlands and Potential Shifts in Values Under Permafrost Thaw Scenarios; Journal of Geophysical Research (Biogeosciences); True; 2024JGRG..12907837K
Computer-Aided Design in the United States, 19491984: Designing in a Closed World; IEEE Annals of the History of Computing; True; 2024IAHC...46d..10C
A Green, Fire-Retarding Ether Solvent for Sustainable High-Voltage Li-Ion Batteries at Standard Salt Concentration; Advanced Energy Materials; True; 2024AdEnM..1400773X
Permafrost Degradation and Vegetation Growth Beyond the Polar Circle in Siberia; Forests; False; 2024Fore...16...47K
Spatial Variability of Dropsonde-Derived Moist Static Energy in North Atlantic Tropical Cyclones; Geophysical Research Letters; True; 2024GeoRL..5111086K
Ground-Observed Snow Albedo Changes During Rain-On-Snow Events in Northern Alaska; Journal of Geophysical Research (Atmospheres); True; 2024JGRD..12940975X
Unexplained high and persistent methyl bromide emissions in China; Nature Communications; True; 2024NatCo..15.8901H
Temporal Variability of Equatorial Ionization Anomaly Crest Locations Extracted From Global Ionospheric Maps; Space Weather; True; 2024SpWea..2203737D
Simulated microgravity facilitates stomatal ingression by Salmonella in lettuce and suppresses a biocontrol agent; Scientific Reports; True; 2024NatSR..14..898T
Forest Canopy Height Retrieval Model Based on a Dual Attention Mechanism Deep Network; Forests; False; 2024Fore...15.1132Z
Maps of active layer thickness in northern Alaska by upscaling P-band polarimetric synthetic aperture radar retrievals; Environmental Research Letters; True; 2024ERL....19a4046W
Constraining Present-Day Anthropogenic Total Iron Emissions Using Model and Observations; Journal of Geophysical Research (Atmospheres); True; 2024JGRD..12940332R
North Atlantic Heat Transport Convergence Derived from a Regional Energy Budget Using Different Ocean Heat Content Estimates; Surveys in Geophysics; True; 2024SGeo...45.1855M
Combining "Deep Learning" and Physically Constrained Neural Networks to Derive Complex Glaciological Change Processes from Modern High-Resolution Satellite Imagery: Application of the GEOCLASS-Image System to Create VarioCNN for Glacier Surges; Remote Sensing; True; 2024RemS...16.1854H
Evaluating climate change scenarios on global pea aphid habitat suitability using species distribution models; Climate Change Ecology; True; 2024CCEco...700084H
A distributed route network planning method with congestion pricing for drone delivery services in cities; Transportation Research Part C: Emerging Technologies; False; 2024TRPC..16004536H
Spaceborne lidar measurement of global cloud properties through machine learning; Frontiers in Remote Sensing; False; 2024FrRS....577503H
Multi-Scale Interactions Associated With Two Offshore Rainfall Events Near the West Coast of Sumatra; Journal of Geophysical Research (Atmospheres); True; 2024JGRD..12940039S
High Salinity Shelf Water production rates in Terra Nova Bay, Ross Sea from high-resolution salinity observations; Nature Communications; True; 2024NatCo..15..373M
A framework for analyzing energy consumption in urban built-up areas based on single photonic radar and spatial big data; Energy; False; 2024Ene...29030202W
occTest: An integrated approach for quality control of species occurrence data; Global Ecology and Biogeography; False; 2024GloEB..33E3847S
20th-Century Antarctic Sea Level Mitigation Driven by Uncertain East Antarctic Accumulation History; Geophysical Research Letters; True; 2024GeoRL..5106991E
Isotopic seasonality of fluvial-derived greenhouse gases implies active layer deepening; Environmental Research Letters; True; 2024ERL....19k4096S
Simulating block-scale flood inundation and streamflow using the WRF-Hydro model in the New York City metropolitan area; Natural Hazards; True; 2024NatHa.12010043K
Numerical investigation of the entropy produciton in the liquid hydrogen cavitating flow around an ogive considering thermodynamic effect; International Communications in Heat and Mass Transfer; False; 2024ICHMT.15807882Y
Association between solar radiation and mood disorders among Gulf Coast residents; Journal of Exposure Science & Environmental Epidemiology; True; 2024JESEE2024..691D
Chlorophyll Production in the Amundsen Sea Boosts Heat Flux to Atmosphere and Weakens Heat Flux to Ice Shelves; Journal of Geophysical Research (Oceans); True; 2024JGRC..12921121T
Vapor Condensates on the Most Pristine Black Beads From a Clod in Apollo Drive Tube 73001: Discovery of Lunar NaCl Nanocrystals; Journal of Geophysical Research (Planets); False; 2024JGRE..12908444L
High surface area and interconnected nanoporosity of clay-rich astromaterials; Scientific Reports; True; 2024NatSR..1410358G
Robust Electrothermal Switching of Optical Phase-Change Materials through Computer-Aided Adaptive Pulse Optimization; Physica Status Solidi Rapid Research Letters; True; 2024PSSRR..1800177G
Application of Biofloc-Down flow hanging sponge system to remove nitrogen components in recirculating zero water exchange aquaculture system; Bioresource Technology; False; 2024BiTec.41331496W
Space radiation damage rescued by inhibition of key spaceflight associated miRNAs; Nature Communications; True; 2024NatCo..15.4825M
A framework of freshwater and saline lake typology classification through leveraging hydroclimate, spectral, and literature evidence; Journal of Hydrology; False; 2024JHyd..63230704D
Enhanced Satellite Monitoring of Dryland Vegetation Water Potential Through Multi-Source Sensor Fusion; Geophysical Research Letters; True; 2024GeoRL..5110385D
Breaking Internal Waves and Ocean Diapycnal Diffusivity in a High-Resolution Regional Ocean Model: Evidence of a Wave-Turbulence Cascade; Journal of Geophysical Research (Oceans); True; 2024JGRC..12920509M
The role of interdecadal climate oscillations in driving Arctic atmospheric river trends; Nature Communications; True; 2024NatCo..15.2135M
Quantifying Seasonal and Diurnal Cycles of Solar-Induced Fluorescence With a Novel Hyperspectral Imager; Geophysical Research Letters; True; 2024GeoRL..5107429R
Observations of Relativistic Electron Enhancement and Butterfly Pitch Angle Distributions at Low L (&lt 3); Geophysical Research Letters; True; 2024GeoRL..5106668O
Boundary Layer Structures Over the Northwest Atlantic Derived From Airborne High Spectral Resolution Lidar and Dropsonde Measurements During the ACTIVATE Campaign; Journal of Geophysical Research (Atmospheres); False; 2024JGRD..12939878X
On the Nature of the Last Common Ancestor: A Story from its Translation Machinery; Journal of Molecular Evolution; False; 2024JMolE..92..593R
Long-term quantification of springtime aerosols over Saudi Arabia using multi-satellite remotely sensed data; Environmental Science and Pollution Research; False; 2024ESPR...3142023N
Reconstruction of the Hydro-Thermal Behavior of Regulated River Networks of the Columbia River Basin Using Satellite Remote Sensing and Data-Driven Techniques; Earth's Future; True; 2024EaFut..1204815D
Tension-compression asymmetry in superelasticity of SrNi<SUB>2</SUB>P<SUB>2</SUB> single crystals and the influence of low temperatures; Acta Materialia; True; 2024AcMat.27419989X
Advanced material technologies for space and terrestrial medicine; Nature Reviews Materials; False; 2024NatRM...9..808C
Understanding satellite-derived groundwater dynamics and its association with hydrological processes over India during excess and deficit monsoon years; Hydrological Processes; False; 2024HyPr...38E5255S
Manipulating ionic conductivity through chemical modifications in solid-state electrolytes prepared with binderless laser powder bed fusion processing; Journal of Physics: Energy; True; 2024JPEn....6b5006A
Quantifying Global Wetland Methane Emissions With In Situ Methane Flux Data and Machine Learning Approaches; Earth's Future; True; 2024EaFut..1204330C
Causal Analysis Discovers an Enhanced Impact of Tropical Western Pacific on Indian Summer Monsoon Subseasonal Anomalies; Geophysical Research Letters; True; 2024GeoRL..5106431D
Investigation of 2021 wildfire impacts on air quality in southwestern Turkey; Atmospheric Environment; False; 2024AtmEn.32520445E
Questioning whether there was a short-term interaction between the 6 February 2023 earthquakes and air quality parameters in Türkiye; Chemosphere; False; 2024Chmsp.34740616A
Evidence for widespread thermal acclimation of canopy photosynthesis; Nature Plants; True; 2024NatPl..10.1919L
Can Large Strains Be Accommodated by Small Faults: "Brittle Flow of Rocks" Revised; Earth and Space Science; True; 2024E&SS...1103824Z
Time-resolved THz Stark spectroscopy of molecules in solution; Nature Communications; True; 2024NatCo..15.4212K
The reactivity of experimentally reduced lunar regolith simulants: Health implications for future crewed missions to the lunar surface; Meteoritics and Planetary Science; True; 2024M&PS...59.2487H
Prediction of cognitive conflict during unexpected robot behavior under different mental workload conditions in a physical human-robot collaboration; Journal of Neural Engineering; True; 2024JNEng..21b6010J
Characterizing Non-Phase-Locked Tidal Currents in the California Current System Using High-Frequency Radar; Journal of Geophysical Research (Oceans); True; 2024JGRC..12920340K
Concomitant urea stabilization and phosphorus recovery from source-separated fresh urine in magnesium anode-based peroxide-producing electrochemical cells; Water Research; False; 2024WatRe.25621638A
Improving estimates of land protection costs in a tropical biodiversity hotspot; Frontiers in Ecology and the Environment; True; 2024FrEE...22E2626N
Global Oceans; Bulletin of the American Meteorological Society; True; 2024BAMS..105S.156J
Extratropical storms induce carbon outgassing over the Southern Ocean; npj Climate and Atmospheric Science; True; 2024npCAS...7..106C
Tracer Stirring and Variability in the Antarctic Circumpolar Current Near the Southwest Indian Ridge; Journal of Geophysical Research (Oceans); True; 2024JGRC..12919811B
Calculation and Evaluation of Neutral Winds in the Lower Thermosphere Based on SYISR Observations; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932994Z
Critical needs to close monitoring gaps in pan-tropical wetland CH<SUB>4</SUB> emissions; Environmental Research Letters; True; 2024ERL....19k4046Z
Matrix Corrected SIMS In Situ Oxygen Isotope Analyses of Marine Shell Aragonite for High Resolution Seawater Temperature Reconstructions; Geochemistry, Geophysics, Geosystems; True; 2024GGG....2511577M
