,DOI,Publisher,Funders,Funder Id,RoRID (Funder),Author(s),Article Title,Journal Name,Online Publication Date,Print Publication Date,Last Audited On,Publicly Accessible On Publisher Site,License Type,License URL,Reuse License Start Date,Agency Portal URL,Type,Added,Updated,ORCID,Grant ID,Archived,Datasets,CHORUS Verified OA,Audit Source,Funder Source
58759,10.1051/0004-6361/202348128,EDP Sciences,Danmarks Grundforskningsfond;NASA,10.13039/501100001732;10.13039/100000104,https://ror.org/00znyv691;https://ror.org/027ka1x80,Ao Y.;Bauer F. E.;Brammer G.;Dessauges-Zavadsky M.;Di Cesare C.;Egami E.;Espada D.;Fujimoto S.;Giménez-Arteaga C.;Jolly J.-B.;Koekemoer A. M.;Kohno K.;Kokorev V.;Lagos C. del P.;Lee M.;Magdis G. E.;Ouchi M.;Schaerer D.;Shimasaku K.;Sun F.;Umehata H.;Valentino F.;Wang W.-H.;Wu J. F.,The cold interstellar medium of a normal sub-<i>L</i><sup></sup> galaxy at the end of reionization,Astronomy &amp; Astrophysics,2024-05-17,2024-05-01,,,vor,,,,journal-article,7/3/2024,14/9/2024,,140;HST-HF2-51505.001-A,Unknown,,Unknown,,Crossref
58760,10.3389/fspas.2023.1163519,Frontiers Media SA,Science Mission Directorate,10.13039/100016465,https://ror.org/027ka1x80,Gilbert Jason A.;Kornbleuth Marc Z.;Lepri Susan T.;Opher Merav;Raines Jim M.;Spitzer Sarah A.,Complementary interstellar detections from the heliotail,Frontiers in Astronomy and Space Sciences,2024-08-02,,,,vor,,,,journal-article,7/3/2024,14/9/2024,,AGS 1358268 NNX16AP03H 80NSSC20K0192 80NSSC19K0457 80NSSC22M0164 18-DRIVE18_2-0029,Unknown,,Unknown,,Crossref
58761,10.1017/s0022377824000217,Cambridge University Press (CUP),Aeronautics Research Mission Directorate;Aeronautics Research Mission Directorate;Russian Science Foundation,10.13039/100016821;10.13039/100016821;10.13039/501100006769,https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/03y2gwe85,Artemyev Anton V.;Kamaletdinov Sergei R.;Vasko Ivan Y.,Nonlinear electron scattering by electrostatic waves in collisionless shocks,Journal of Plasma Physics,2024-07-03,2024-04-01,6/9/2024,,,,,,journal-article,11/3/2024,13/9/2024,,80NSSC20K1325;80NSSC21K0730;19-12-00313,Yes,,No,CHORUS,Crossref
58762,10.1016/j.geodrs.2024.e00780,Elsevier BV,NASA,10.13039/100000104,https://ror.org/027ka1x80,Durante Pilar;Guevara Mario;Oyonarte Cecilio;Vargas Rodrigo,Predicting soil organic carbon with different approaches and spatial resolutions for the southern Iberian Peninsula Spain,Geoderma Regional,,2024-06-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,15/03/2025,,journal-article,11/3/2024,14/9/2024,,,Yes,,Unknown,,Crossref
58763,10.1051/epjap/2023230147,EDP Sciences,NASA,10.13039/100000104,https://ror.org/027ka1x80,Arghavani Nia Borhan;Cholaki Erfan;Parsamehr Sajad;Rezaee Sahar,Calculation of structural electronic magnetic and optical properties of C<sub>3</sub>N monolayer substituted with magnesium,The European Physical Journal Applied Physics,2024-07-03,2024-01-01,,,vor,,,,journal-article,17/4/2024,13/9/2024,,PF8-90052,Unknown,,Unknown,,Crossref
58764,10.3847/1538-4357/ad24e5,American Astronomical Society,NASA ∣ Goddard Space Flight Center;NASA ∣ Goddard Space Flight Center;NASA ∣ NASA Headquarters,10.13039/100006198;10.13039/100006198;10.13039/100017437,https://ror.org/0171mag52;https://ror.org/0171mag52;https://ror.org/027ka1x80,Kopp Greg;Nèmec Nina-Elisabeth;Shapiro Alexander,Correlations between Total and Spectral Solar Irradiance Variations,The Astrophysical Journal,2024-03-15,2024-01-03,10/7/2024,15/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,15/03/2024,,journal-article,17/4/2024,,,NAS5-97045;NNG09HP02C;80NSSC18K1501,Yes,,Yes,CHORUS,Crossref
58766,10.3847/1538-4357/ad3443,American Astronomical Society,NASA;NASA;NSF,10.13039/100000104;10.13039/100000104;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/021nxhr62,Bergin Edwin A.;Bosman Arthur;Bruderer Simon;Calahan Jenny;Cleeves L. Ilsedore;Schwarz Kamber;Teague Richard;Willacy Karen;Zhang Ke,The Carbon Isotopic Ratio and Planet Formation,The Astrophysical Journal,2024-04-16,2024-01-04,10/7/2024,16/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,16/04/2024,,journal-article,17/4/2024,19/4/2024,,80NSSC20K0333;80NSSC20K0259;1907653,Yes,,Yes,CHORUS,Crossref
58767,10.3847/1538-4357/ad1f64,American Astronomical Society,NASA Goddard Space Flight Center,10.13039/100006198,https://ror.org/0171mag52,González Manrique Sergio J.;Gömöry Peter;Kuckein Christoph;Podladchikova Tatiana;Rodríguez-Gómez Jenny M.;Saqri Jonas;Veronig Astrid,The Plasma  in Quiet Sun Regions: Multi-instrument View,The Astrophysical Journal,2024-03-13,2024-01-03,10/7/2024,13/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,13/03/2024,,journal-article,17/4/2024,,,8Cooperative Agreement 0NSSC21M0180,Yes,,Yes,CHORUS,Crossref
58768,10.1093/mnras/stae648,Oxford University Press (OUP),JSPS;Ministry of Science and Technology of Taiwan;NASA;NSF,10.13039/501100001691;10.13039/501100004663;10.13039/100000104;10.13039/100000001,https://ror.org/00hhkn466;https://ror.org/02kv4zf79;https://ror.org/027ka1x80;https://ror.org/021nxhr62,Ishikawa Shogo;Nishimichi Takahiro;Okumura Teppei,<scp>mock observatory</scp>: Two thousand light-cone mock catalogues of luminous red galaxies from the Hyper Suprime-Cam Survey for the cosmological large-scale analysis,Monthly Notices of the Royal Astronomical Society,2024-04-03,2024-06-03,18/9/2024,5/3/2024,vor,https://creativecommons.org/licenses/by/4.0/,05/03/2024,,journal-article,17/4/2024,,,JP23K13145;JP19H00677;JP20H05861;JP21H01081;JP22K03634;111-2112-M-001-061-;112-2112-M-001-034-;NNX08AR22G;AST-1238877,Yes,,Yes,CHORUS,Crossref
58769,10.1175/jas-d-23-0141.1,American Meteorological Society,JSPS;Jet Propulsion Laboratory,10.13039/501100001691;10.13039/100006196,https://ror.org/00hhkn466;https://ror.org/027k65916,Masunaga Hirohiko;Takahashi Hanii,The Energetics of the Lagrangian Evolution of Tropical Convective Systems,Journal of the Atmospheric Sciences,,2024-04-01,19/11/2024,,,http://www.ametsoc.org/PUBSReuseLicenses,01/04/2024,,journal-article,17/4/2024,6/8/2024,,KAKENHI 19H01966;NASA AOS  WBS/RTOP:107686/04.02.06,Yes,,Unknown,,Crossref
58770,10.1016/j.actaastro.2024.04.001,Elsevier BV,Agenzia Spaziale Italiana;American Swedish Institute;NASA,10.13039/501100003981;10.13039/100023586;10.13039/100000104,https://ror.org/034zgem50;https://ror.org/027ka1x80,Adams Elena;Chabot Nancy;Kalirai Jason;Rivkin Andy,DART: Latest results from the Dimorphos impact and a look forward to future planetary defense initiatives,Acta Astronautica,,2024-07-01,17/7/2025,,vor,http://creativecommons.org/licenses/by/4.0/,30/04/2024,,journal-article,17/4/2024,14/9/2024,,2019-31-HH.0;80MSFC20D0004,Yes,,Unknown,,Crossref
58771,10.1029/2024gl108311,American Geophysical Union (AGU),Massachusetts Medical Society;NASA,10.13039/100011395;10.13039/100000104,https://ror.org/00xyb8f56;https://ror.org/027ka1x80,Argall M. R.;Burkholder B. L.;Chen L.‐J.;Chen Y.;Dong C.;Gershman D. J.;Gurram H.;Le Contel O.;Sarantos M.;Wilder F. D.,Global Magnetic Reconnection During Sustained SubAlfvnic Solar Wind Driving,Geophysical Research Letters,2024-03-15,2024-03-28,12/11/2025,15/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,15/03/2024,,journal-article,17/4/2024,14/9/2024,,80NSSC22K0949;80NSSC22K0187,Yes,,Yes,Unpaywall,Crossref
58773,10.1093/mnras/stae872,Oxford University Press (OUP),Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;Danish National Research Foundation;ERC;NASA;Royal Society;STFC;Space Telescope Science Institute,10.13039/501100002322;10.13039/501100001732;10.13039/100010663;10.13039/100000104;10.13039/501100000288;10.13039/501100000271;10.13039/100013757,https://ror.org/00x0ma614;https://ror.org/00znyv691;https://ror.org/0472cxd90;https://ror.org/027ka1x80;https://ror.org/03wnrjx87;https://ror.org/057g20z61;https://ror.org/036f5mx38,Adams Nathan;Austin Duncan;Conselice Christopher J;Duan Qiao;Harvey Thomas;Li Qiong;Ormerod Katherine;Trussler James,Adding value to JWST spectra and photometry: stellar population and star formation properties of spectroscopically confirmed JADES and CEERS galaxies at <i>z</i> &amp;gt; 7,Monthly Notices of the Royal Astronomical Society,2024-03-26,2024-03-23,18/9/2024,27/3/2024,vor,https://creativecommons.org/licenses/by/4.0/,27/03/2024,,journal-article,17/4/2024,,,140;788113;5-03127;RGF/EA/181016,Yes,,Yes,CHORUS,Crossref
58774,10.2514/1.g007688,American Institute of Aeronautics and Astronautics (AIAA),Johnson Space Center;NSF,10.13039/100006203;10.13039/100000001,https://ror.org/04xx4z452;https://ror.org/021nxhr62,Akella Maruthi R.;Kaki Siddarth,Kinematic Batch Estimator for Angular Velocity and Associated Uncertainty,"Journal of Guidance, Control, and Dynamics",2024-08-04,2024-06-01,19/8/2024,,am,https://www.aiaa.org/userlicenses/1.0/#CompEndUserLicense,08/04/2025,,journal-article,17/4/2024,8/6/2024,,4200732007;DGE-1610403,Yes,,No,CHORUS,Crossref
58775,10.1039/d4cc00715h,Royal Society of Chemistry (RSC),Advanced Exploration Systems;Aeronautics Research Mission Directorate;NIH,10.13039/100016389;10.13039/100016821;10.13039/100000002,https://ror.org/027ka1x80;https://ror.org/01cwqze88,Billings Keith J.;Drabo Mebougna;Jones John-Paul;Lagle Richard M.;Metzler Carmen L.;Palai Ratnakar;Piñero Cruz Dalice M.;Rivera-Reyes Javier O.,Surface modified copper foam with cobalt phthalocyanine carbon nanotube hybrids for tuning CO<sub>2</sub> reduction reaction products,Chemical Communications,2024-01-01,,10/9/2024,15/4/2024,vor,http://creativecommons.org/licenses/by-nc/3.0/,15/04/2024,,journal-article,17/4/2024,8/5/2024,,80NSSC20M0052;80NM0018D0004;5R25GM061151-22,Yes,,Yes,CHORUS,Crossref
58776,10.1007/s40192-024-00347-5,Springer Science and Business Media LLC,Langley Research Center;Space Technology Mission Directorate,10.13039/100006199;10.13039/100020022,https://ror.org/0399mhs52;https://ror.org/027ka1x80,Oskay Caglar;Richter Brodan;Subraveti Vamsi;Yeratapally Saikumar R.,Three-Dimensional Prediction of Lack-of-Fusion Porosity Volume Fraction and Morphology for Powder Bed Fusion Additively Manufactured Ti6Al4V,Integrating Materials and Manufacturing Innovation,2024-03-25,2024-06-01,10/9/2024,,vor,,,,journal-article,17/4/2024,14/9/2024,,80LARC17C0004;80NSSC20K0294,Yes,,No,CHORUS,Crossref
58777,10.1051/0004-6361/202348208,EDP Sciences,ICSC;NASA;NASA,10.13039/100023048;10.13039/100000104;10.13039/100000104,https://ror.org/027ka1x80;https://ror.org/027ka1x80,Balasubramaniam K.;Bronzini E.;D’Ammando F.;Giroletti M.;Migliori G.;Orienti M.;Principe G.;Siemiginowska A.;Sobolewska M.;Stawarz Ł.;Vignali C.,Investigating X-ray emission in the GeV-emitting compact symmetric objects PKS 1718649 and TXS 1146+596,Astronomy &amp; Astrophysics,2024-04-04,2024-04-01,,,vor,,,,journal-article,7/3/2024,14/9/2024,,NAS8-03060;GO2-23110X,Unknown,,Unknown,,Crossref
58778,10.3389/feart.2024.1354080,Frontiers Media SA,Directorate for STEM Education;Engineer Research and Development Center;NASA,10.13039/100020475;10.13039/100006505;10.13039/100000104,https://ror.org/014bj5w56;https://ror.org/027mhn368;https://ror.org/027ka1x80,Arienzo Monica M.;Maezumi S. Yoshi;Minatre Kerri L.;Moosmüller Hans,Charcoal analysis for temperature reconstruction with infrared spectroscopy,Frontiers in Earth Science,2024-02-16,,,,vor,,,,journal-article,7/3/2024,14/9/2024,,2018848;W912HZ192001;NNX15AIO2H,Unknown,,Unknown,,Crossref
58780,10.1029/2023je008174,American Geophysical Union (AGU),Goddard Space Flight Center,10.13039/100006198,https://ror.org/0171mag52,Forbes J. M.;Gasperini Federico;Hughes J.;Thiemann E. M. B.,UltraFast Kelvin Wave Packets in Mars Atmosphere and Their Interactions With Tides as Viewed by MAVEN/NGIMS and MRO/MCS,Journal of Geophysical Research: Planets,2024-02-22,2024-02-01,10/9/2024,,am,http://onlinelibrary.wiley.com/termsAndConditions#vor,22/02/2024,,journal-article,7/3/2024,17/4/2024,,80NSSC21K1821,Yes,,No,CHORUS,Crossref
58781,10.1051/0004-6361/202349125,EDP Sciences,David and Lucile Packard Foundation;FRQNT;Gemini Observatory;Gordon and Betty Moore Foundation;Heising-Simons Foundation;NASA;NSERC;Wenner-Gren Foundation,10.13039/100000008;10.13039/501100003151;10.13039/100026928;10.13039/100000936;10.13039/100014155;10.13039/100000104;10.13039/501100000038;10.13039/100001388,https://ror.org/032atxq54;https://ror.org/00b9f9778;https://ror.org/006wxqw41;https://ror.org/01mp52y34;https://ror.org/027ka1x80;https://ror.org/01h531d29;https://ror.org/04qvvhf62,Borsato N. W.;Damasceno Y. C.;Hoeijmakers H. J.;Kitzmann D.;Lam M.;Lee E. K. H.;Morris B. M.;Pelletier S.;Prinoth B.;Sedaghati E.;Seidel J. V.;Seifahrt A.;Thorsbro B.,An atlas of resolved spectral features in the transmission spectrum of WASP-189 b with MAROON-X,Astronomy &amp; Astrophysics,2024-03-05,2024-05-01,,,vor,,,,journal-article,7/3/2024,14/9/2024,,80NSSC22K0117;WGF2022-0041,Unknown,,Unknown,,Crossref
58784,10.3847/1538-4357/ad1f61,American Astronomical Society,NASA;NASA;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;NSF;UKRI ∣ Science and Technology Facilities Council,10.13039/100000104;10.13039/100000104;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/501100000271,https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/057g20z61,Agazie Gabriella;Arzoumanian Zaven;Baker Paul T.;Blecha Laura;Blumer Harsha;Brazier Adam;Brook Paul R.;Burke-Spolaor Sarah;Bécsy Bence;Casey-Clyde J. Andrew;Charisi Maria;Chatterjee Shami;Cheeseboro Belinda D.;Cohen Tyler;Cordes James M.;Cornish Neil J.;Crawford Fronefield;Cromartie H. Thankful;DeCesar Megan E.;Demorest Paul B.;Dey Lankeswar;Dolch Timothy;Ellis Justin A.;Ferdman Robert D.;Ferrara Elizabeth C.;Fiore William;Fonseca Emmanuel;Freedman Gabriel E.;Garver-Daniels Nate;Gentile Peter A.;Glaser Joseph;Good Deborah C.;Gopakumar Achamveedu;Gültekin Kayhan;Hazboun Jeffrey S.;Jennings Ross J.;Johnson Aaron D.;Jones Megan L.;Kaiser Andrew R.;Kaplan David L.;Kelley Luke Zoltan;Key Joey S.;Laal Nima;Lam Michael T.;Lamb William G.;Lewandowska Natalia;Liu Tingting;Lorimer Duncan R.;Luo Jing;Lynch Ryan S.;Ma Chung-Pei;Madison Dustin R.;McEwen Alexander;McKee James W.;McLaughlin Maura A.;Meyers Patrick M.;Mingarelli Chiara M. F.;Mitridate Andrea;Ng Cherry;Nice David J.;Ocker Stella Koch;Olum Ken D.;Pennucci Timothy T.;Pol Nihan S.;Radovan Henri A.;Ransom Scott M.;Ray Paul S.;Romano Joseph D.;Sardesai Shashwat C.;Schmitz Kai;Siemens Xavier;Simon Joseph;Siwek Magdalena S.;Sosa Fiscella Sophia V.;Spiewak Renée;Stairs Ingrid H.;Stinebring Daniel R.;Stovall Kevin;Susobhanan Abhimanyu;Swiggum Joseph K.;Taylor Stephen R.;The NANOGrav Collaboration;Turner Jacob E.;Unal Caner;Vallisneri Michele;Vigeland Sarah J.;W. Lazio T. Joseph;Witt Caitlin A.;Young Olivia,The NANOGrav 12.5 yr Data Set: A Computationally Efficient Eccentric Binary Search Pipeline and Constraints on an Eccentric Supermassive Binary Candidate in 3C 66B,The Astrophysical Journal,2024-07-03,2024-01-03,10/7/2024,7/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,07/03/2024,,journal-article,11/3/2024,14/9/2024,,HST-HF2-51453.001;80GSFC21M0002;1430284;2020265;1458952;2009425;1726534;AST-1909933;1815664;AST-2007993;2009468;PHY-2011772;PHY-1749958;AST-2106552;2207267;AST-2202388;1847938;2146016;2139292;ST/W000946/1,Yes,,Yes,CHORUS,Crossref
58785,10.1093/mnras/stae643,Oxford University Press (OUP),BMBF;Bundesministerium für Wirtschaft und Technologie;DFG;Deutsches Zentrum für Luft- und Raumfahrt;Deutsches Zentrum für Luft- und Raumfahrt;ETH Zurich;NASA;NCN;SNF,10.13039/501100002347;10.13039/501100002765;10.13039/501100001659;10.13039/501100002946;10.13039/501100002946;10.13039/501100003006;10.13039/100000104;10.13039/501100004281;10.13039/100008367,https://ror.org/04pz7b180;https://ror.org/02vgg2808;https://ror.org/018mejw64;https://ror.org/04bwf3e34;https://ror.org/04bwf3e34;https://ror.org/05a28rw58;https://ror.org/027ka1x80;https://ror.org/03ha2q922;https://ror.org/00znyv691,Abhir J;Baack D;Balbo M;Beuchert T;Biland A;Brand K;Bretz T;Buss J;Dauser T;Dorner D;Eisenberger L;Elsaesser D;Gokus A;Günther P;Hasan S;Hildebrand D;Kadler M;Kreikenbohm A;Kreter M;Kreykenbohm I;Langejahn M;Leiter K;Linhoff M;Mannheim K;Markowitz A G;McBride F;Nowak M A;Paravac A;Pottschmidt K;Rhode W;Schleicher B;Sliusar V;Walter R;Wilms J,Rapid variability of Markarian 421 during extreme flaring as seen through the eyes of <i>XMMNewton</i>,Monthly Notices of the Royal Astronomical Society,2024-05-03,2024-06-03,18/9/2024,6/3/2024,vor,https://creativecommons.org/licenses/by/4.0/,06/03/2024,,journal-article,17/4/2024,13/9/2024,,KR 3338/4-1;50OR1607O;50OR2107;ETH-10.08-2;ETH-27.12-1;80GSFC21M0002;2016/23/B/ST9/03123;2018/31/G/ST9/03224;2019/35/B/ST9/03944,Yes,,Yes,CHORUS,Crossref
58786,10.3847/1538-4357/ad2845,American Astronomical Society,DOD ∣ USAF ∣ AMC ∣ Air Force Office of Scientific Research;NASA ∣ SMD ∣ Heliophysics Division;NASA ∣ SMD ∣ Heliophysics Division,10.13039/100000181;10.13039/100020016;10.13039/100020016,https://ror.org/011e9bt93;https://ror.org/03myraf72;https://ror.org/03myraf72,DeForest Craig;Gilly Chris;Lowder Chris,Field Line Universal relaXer (FLUX): A Fluxon Approach to Coronal Magnetic Field Modeling,The Astrophysical Journal,2024-01-04,2024-01-04,10/7/2024,1/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,01/04/2024,,journal-article,17/4/2024,,,FA9550-21-1-0457;80NSSC17K0683;NNH20ZDA001N,Yes,,Yes,CHORUS,Crossref
58787,10.1103/physrevd.109.063523,American Physical Society (APS),"Government of Canada;Innovation, Science and Economic Development Canada;Instituto Nazionale di Fisica Nucleare;Kavli Institute for Cosmological Physics, University of Chicago;Ministry of Colleges and Universities;NASA;National Energy Research Scientific Computing Center;USDOE;University of Chicago",10.13039/501100000023;10.13039/100011332;10.13039/501100004007;10.13039/100017669;10.13039/501100021784;10.13039/100000104;10.13039/100017223;10.13039/100000015;10.13039/100007234,https://ror.org/010q4q527;https://ror.org/03zp01h17;https://ror.org/005ta0471;https://ror.org/03tee2f33;https://ror.org/027ka1x80;https://ror.org/05v3mvq14;https://ror.org/01bj3aw27;https://ror.org/024mw5h28,Baxter Eric J.;Chang Chihway;Gatti Marco;Jain Bhuvnesh;Lee Sujeong;Lin Meng-Xiang;Muir Jessica;Raveri Marco,"Late time modification of structure growth and the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi>S</mml:mi></mml:mrow><mml:mrow><mml:mn>8</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math> tension",Physical Review D,2024-03-14,,10/9/2024,,vor,,,,journal-article,17/4/2024,13/9/2024,http://orcid.org/0000-0003-2908-4597,DE-AC02-05CH11231;DE-SC0007901,Yes,,No,CHORUS,Crossref
58790,10.3847/1538-4357/ad32ca,American Astronomical Society,NASA ∣ SMD ∣ Heliophysics Division;NASA ∣ SMD ∣ Heliophysics Division;NASA ∣ SMD ∣ Heliophysics Division;NSF ∣ GEO ∣ Division of Atmospheric and Geospace Sciences;NSF ∣ GEO ∣ Division of Atmospheric and Geospace Sciences;NSF ∣ MPS ∣ Division of Physics,10.13039/100020016;10.13039/100020016;10.13039/100020016;10.13039/100000159;10.13039/100000159;10.13039/100000166,https://ror.org/03myraf72;https://ror.org/03myraf72;https://ror.org/03myraf72;https://ror.org/037gd6g64;https://ror.org/037gd6g64;https://ror.org/04ap5x931,Huang Zhenguang;Sachdeva Nishtha;Tóth Gábor;van der Holst Bart,Solar Wind Driven from GONG Magnetograms in the Last Solar Cycle,The Astrophysical Journal,2024-01-04,2024-01-04,10/7/2024,1/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,01/04/2024,,journal-article,17/4/2024,,,80NSSC22K0269;80NSSC23K0450;80NSSC22K0892;1663800;2323303;2027555,Yes,,Yes,CHORUS,Crossref
58792,10.3847/1538-4357/ad2e02,American Astronomical Society,NASA;NSF;USDOE;USDOE,10.13039/100000104;10.13039/100000001;10.13039/100000015;10.13039/100000015,https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/01bj3aw27;https://ror.org/01bj3aw27,Boldyrev Stanislav;Roytershteyn Vadim;Vega Cristian,Relativistic Alfvn Turbulence at Kinetic Scales,The Astrophysical Journal,2024-02-04,2024-01-04,10/7/2024,2/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,02/04/2024,https://www.osti.gov/pages/biblio/2332909,journal-article,17/4/2024,14/9/2024,,80NSSC21K1692;PHY-2010098;DE-SC0024362;DE-SC0018266,Yes,,Yes,CHORUS,Crossref
58793,10.3847/1538-4357/ad33c3,American Astronomical Society,NASA;NASA,10.13039/100000104;10.13039/100000104,https://ror.org/027ka1x80;https://ror.org/027ka1x80,Chen Xiaohang;Giacalone Joe;Guo Fan;Klein Kristopher G.,Parallel Diffusion Coefficient of Energetic Charged Particles in the Inner Heliosphere from the Turbulent Magnetic Fields Measured by Parker Solar Probe,The Astrophysical Journal,2024-08-04,2024-01-04,10/7/2024,8/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,08/04/2024,,journal-article,17/4/2024,,,80NSSC20K1815;80HQTR21T0005,Yes,,Yes,CHORUS,Crossref
58795,10.5194/essd-16-321-2024,Copernicus GmbH,NASA;NSF,10.13039/100000104;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62,Arai Egidio;Doughty Russell;Dubayah Ralph;Liu Diyou;Liu Fang;Moore III Berrien;Qin Yuanwei;Shimabukuro Yosio;Tang Hao;Wang Xinxin;Xiao Xiangming,Annual maps of forest cover in the Brazilian Amazon from analyses of PALSAR and MODIS images,Earth System Science Data,2024-01-15,,,,vor,,,,journal-article,7/3/2024,14/9/2024,,NNX14AD78G;80LARC17C0001;IIA-1946093;IIA-1920946,Unknown,,Unknown,,Crossref
58796,10.1093/mnras/stae397,Oxford University Press (OUP),NASA;NSF,10.13039/100000104;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62,Skinner Danielle;Wise John H,Neutron star mergers and their impact on second generation star formation in the early universe,Monthly Notices of the Royal Astronomical Society,2024-07-02,2024-02-15,18/9/2024,8/2/2024,vor,https://creativecommons.org/licenses/by/4.0/,08/02/2024,,journal-article,7/3/2024,7/8/2024,,80NSSC20K1540;80NSSC20K0520;80NSSC21K1053;OAC-1835213;AST-2108020,Yes,,Yes,CHORUS,Crossref
58797,10.1093/mnras/stae215,Oxford University Press (OUP),Australian Government;ARC;BMBF;CSIRO;Chinese Academy of Sciences;Government of Western Australia;NWO;NASA;National Natural Science Foundation of China;NSF;Natural Sciences and Engineering Research Council of Canada;Science and Industry Endowment Fund,10.13039/100015539;10.13039/501100000923;10.13039/501100002347;10.13039/501100000943;10.13039/501100002367;10.13039/501100011025;10.13039/501100003246;10.13039/100000104;10.13039/501100001809;10.13039/100000001;10.13039/501100000038;10.13039/100008716,https://ror.org/0314h5y94;https://ror.org/05mmh0f86;https://ror.org/04pz7b180;https://ror.org/03qn8fb07;https://ror.org/034t30j35;https://ror.org/00wqdbc63;https://ror.org/04jsz6e67;https://ror.org/027ka1x80;https://ror.org/01h0zpd94;https://ror.org/021nxhr62;https://ror.org/01h531d29;https://ror.org/04c4mj004,Batten G;Bekki K;Catinella B;Cortese L;Deg N;Dénes H;For B Q;Kamphuis P;Kilborn V A;Koribalski B S;Lee-Waddell K;Lṕpez-Sánchez Á R;Mancera Piña P E;Murugeshan C;O’Beirne T;Rhee J;Román J;Spekkens K;Staveley-Smith L;Verdes-Montenegro L;Wang J;Westmeier T;Wong O I,WALLABY pilot survey: an almost dark cloud near the Hydra cluster,Monthly Notices of the Royal Astronomical Society,2024-01-22,2024-07-02,18/9/2024,22/1/2024,vor,https://creativecommons.org/licenses/by/4.0/,22/01/2024,,journal-article,7/3/2024,9/6/2024,,CE170100013;XDB09000000;114A11KYSB20160057;VI.Veni.222.364;12120101003;11433005,Yes,,Yes,CHORUS,Crossref
58798,10.3847/1538-4357/ad20ca,American Astronomical Society,Deutsches Zentrum für Luft- und Raumfahrt;NASA;UKRI ∣ Science and Technology Facilities Council,10.13039/501100002946;10.13039/100000104;10.13039/501100000271,https://ror.org/04bwf3e34;https://ror.org/027ka1x80;https://ror.org/057g20z61,Johnston S.;Pavlov G. G.;Posselt B.;Santangelo A.;Vahdat Armin;Weltevrede P.,Multiwavelength Pulsations and Surface Temperature Distribution in the Middle-aged Pulsar B105552,The Astrophysical Journal,2024-07-03,2024-01-03,10/7/2024,7/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,07/03/2024,,journal-article,11/3/2024,14/9/2024,,50 OR 1917;80NSSC20K0806;ST/000488,Yes,,Yes,CHORUS,Crossref
58799,10.3847/1538-4357/ad2e8c,American Astronomical Society,NASA;NSF,10.13039/100000104;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62,Boudreaux Emily M.;Chaboyer Brian C.;Garcia Soto Aylin,Correlations between Ca ii H and K Emission and the Gaia M Dwarf Gap,The Astrophysical Journal,2024-04-04,2024-01-04,10/7/2024,4/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,04/04/2024,,journal-article,17/4/2024,19/4/2024,,80NSSC18K0634;2007174,Yes,,Yes,CHORUS,Crossref
